65,79
92,74
61,40
51,74
70,50
55,84
59,67
80,45
76,85
52,40
40,56
48,65
45,53
57,82
71,96
61,46
95,76
46,43
50,42
66,95
50,63
88,85
80,66
76,87
57,84
45,49
43,46
99,61
59,96
90,88
85,77
71,62
70,75
44,48
88,43
90,55
79,75
100,53
63,63
75,83
76,41
54,61
93,68
67,75
50,76
93,68
91,54
46,94
71,95
86,85
62,98
50,84
51,40
94,60
48,48
85,55
80,72
63,71
45,89
99,60
64,49
94,53
52,46
67,43
64,49
69,92
73,61
49,73
90,45
50,52
49,80
92,68
89,86
95,55
74,46
66,47
82,50
97,80
97,71
97,91
81,93
64,49
60,100
76,97
68,85
54,79
94,97
94,90
66,64
48,65
70,73
42,72
80,47
78,56
58,58
41,79
59,53
55,51
64,98
69,65
68,78
66,76
57,52
69,40
83,81
89,86
91,49
81,68
64,51
81,62
100,85
71,66
44,48
45,76
100,62
92,74
47,43
59,88
79,91
52,79
54,97
92,90
91,53
65,85
95,64
85,63
89,63
63,83
53,73
83,86
59,64
97,71
42,97
83,92
98,44
91,41
59,97
52,46
40,41
68,96
57,42
86,45
98,77
61,58
45,73
61,82
98,68
67,54
69,55
86,90
46,62
42,82
95,70
45,43
93,59
67,40
97,67
85,63
87,88
48,93
69,43
74,82
86,51
84,48
89,71
71,100
83,70
94,62
85,63
61,92
94,71
66,59
49,44
93,62
62,75
80,71
44,87
100,55
93,95
91,52
46,89
94,52
42,60
64,43
92,57
80,56
59,98
66,74
72,88
64,96
47,65
59,88
88,85
82,45
75,49
57,96
90,75
78,98
69,61
74,58
99,83
59,50
53,74
96,83
78,95
85,46
51,97
61,84
47,84
90,58
84,96
69,56
59,70
72,76
49,40
73,63
61,70
46,56
82,44
78,70
74,42
82,40
84,46
76,79
87,96
50,69
80,60
49,73
90,48
61,86
49,60
50,62
82,45
55,91
94,72
98,42
74,41
83,76
92,52
78,53
93,78
85,63
43,67
81,98
54,97
95,73
48,100
84,70
58,45
78,89
70,76
99,99
47,77
69,91
87,48
59,59
53,80
96,65
80,61
58,58
69,93
60,48
49,41
54,68
68,52
67,44
77,88
53,69
79,53
41,44
74,51
48,51
43,71
97,68
66,73
93,97
65,58
92,88
97,61
41,64
63,59
42,79
68,58
88,95
45,80
98,80
70,79
59,62
69,61
57,59
49,80
67,59
97,50
97,53
99,73
65,46
93,87
77,86
82,92
60,90
84,84
89,45
68,54
42,59
50,74
78,93
80,41
72,100
52,71
93,52
100,45
73,47
96,90
77,70
49,96
72,67
81,66
52,88
61,65
67,73
72,66
58,81
61,54
96,45
50,68
62,96
79,51
74,89
71,96
82,92
65,82
48,72
61,71
48,78
58,61
80,95
68,81
99,71
45,82
55,65
74,48
41,63
61,79
95,57
79,82
57,79
56,62
93,73
71,99
40,74
58,92
45,66
92,69
62,47
86,80
